,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
1259,Lucia Falls,Southwest Washington,1.1,roundtrip,20.0,,0.0,0,45.8407153832,-122.447023094,2020-12-04,7,https://www.wta.org/go-hiking/hikes/lucia-falls
1260,Cleman Mountain - Waterworks Canyon Loop,Central Washington,6.0,roundtrip,2000.0,3582.0,2.71,7,46.748618,-120.79822,2021-04-18,71,https://www.wta.org/go-hiking/hikes/cleman-mountain
1261,Enchanted Valley via East Fork Quinault River,Olympic Peninsula,26.0,roundtrip,1700.0,,4.32,22,47.5729619176,-123.569382057,2021-04-21,362,https://www.wta.org/go-hiking/hikes/enchanted-valley
1262,Mount Storm King,Olympic Peninsula,4.0,roundtrip,2065.0,2600.0,4.12,34,48.0582,-123.7892,2021-04-20,281,https://www.wta.org/go-hiking/hikes/mount-storm-king
1263,Redmond Watershed Preserve,Puget Sound and Islands,4.5,roundtrip,400.0,580.0,4.0,8,47.696762314,-122.051475763,2021-04-22,124,https://www.wta.org/go-hiking/hikes/redmond-watershed-preserve
1264,Wallace Falls State Park,Central Cascades,5.6,roundtrip,1300.0,1500.0,4.11,267,47.8669166667,-121.67805,2021-04-24,1444,https://www.wta.org/go-hiking/hikes/wallace-falls
1265,Wallace Falls - Lake Loop,Central Cascades,9.0,roundtrip,1544.0,1844.0,3.47,19,47.8669636123,-121.678182296,2021-04-18,231,https://www.wta.org/go-hiking/hikes/wallace-falls-lake-loop
1268,Heather Meadows,North Cascades,,,,,3.2,5,48.8498,-121.684916667,2020-08-23,11,https://www.wta.org/go-hiking/hikes/heather-meadows
1269,Mount Spokane State Park - Lower Trail 140,Eastern Washington,,,,,0.0,0,47.9046199915,-117.124750614,2019-12-21,8,https://www.wta.org/go-hiking/hikes/mount-spokane-state-park-lower-trail-140
1270,"Stagman Ridge, Horseshoe Meadow, Lookingglass Lake",South Cascades,11.0,roundtrip,1900.0,6100.0,3.83,6,46.17015,-121.629166667,2020-09-05,15,https://www.wta.org/go-hiking/hikes/horseshoe-meadow
1271,Bear Lake,Southwest Washington,2.4,roundtrip,475.0,4100.0,0.0,0,45.636267,-121.7426,,0,https://www.wta.org/go-hiking/hikes/bear-lake-3
1272,Pyramid Peak,Mount Rainier Area,6.5,roundtrip,1000.0,5715.0,0.0,0,47.1157,-121.406417,2020-08-01,12,https://www.wta.org/go-hiking/hikes/pyramid-peak
1273,Joe Watt Canyon,Snoqualmie Region,6.0,roundtrip,1000.0,3100.0,3.0,3,47.071117,-120.735283,2021-01-31,25,https://www.wta.org/go-hiking/hikes/joe-watt-canyon
1274,Coast Trail: Mount Maguire Loop,Puget Sound and Islands,10.2,roundtrip,2600.0,879.0,0.0,0,48.3534,-123.702,,0,https://www.wta.org/go-hiking/hikes/coast-trail-mount-maguire-loop
1275,Goldstream Provincial Park: Grand Loop,Puget Sound and Islands,5.6,roundtrip,1110.0,510.0,0.0,0,48.479883,-123.548317,2018-10-26,1,https://www.wta.org/go-hiking/hikes/goldstream-provincial-park-grand-loop
1276,Boundary Bay Regional Park,Puget Sound and Islands,2.0,roundtrip,,10.0,3.0,1,49.015933,-123.041317,2018-06-15,2,https://www.wta.org/go-hiking/hikes/boundary-bay-regional-park
1277,Strawberry Bay and Reef Point,Puget Sound and Islands,10.0,roundtrip,2180.0,960.0,0.0,0,48.5867,-122.695483,2017-05-21,1,https://www.wta.org/go-hiking/hikes/strawberry-bay-and-reef-point
1278,Turtleback Mountain Preserve: Ship Peak Loop,Puget Sound and Islands,2.9,roundtrip,860.0,931.0,4.5,4,48.641583,-122.977067,2021-03-12,60,https://www.wta.org/go-hiking/hikes/turtleback-mountain-preserve-ship-peak-loop
1279,George C Reifel Migratory Bird Sanctuary,Puget Sound and Islands,1.5,roundtrip,,10.0,0.0,0,49.0984928293,-123.178443525,2019-05-01,4,https://www.wta.org/go-hiking/hikes/george-c-reifel-migratory-bird-sanctuary
1280,Roosevelt Grove of Ancient Cedars,Eastern Washington,2.5,roundtrip,300.0,3600.0,5.0,1,48.7665,-117.062383,2020-10-31,3,https://www.wta.org/go-hiking/hikes/roosevelt-grove-of-ancient-cedars
1281,Z Lake,Eastern Washington,3.5,roundtrip,275.0,2310.0,0.0,0,47.6129,-118.400483,2018-03-31,4,https://www.wta.org/go-hiking/hikes/z-lake
1285,Mount Spokane State Park - Trail 131,Eastern Washington,,,,,0.0,0,47.904632,-117.102745,2020-12-27,15,https://www.wta.org/go-hiking/hikes/mount-spokane-state-park-trail-131
1286,Yellow Banks,Olympic Peninsula,,,,,0.0,0,48.1538826222,-124.668694893,2021-03-10,14,https://www.wta.org/go-hiking/hikes/yellow-banks
1294,John C. Shields Park (Minnehaha),Eastern Washington,,,,,0.0,0,47.6867939663,-117.327687946,2018-06-24,3,https://www.wta.org/go-hiking/hikes/john-c-shields-park-minnehaha
1296,Oval Peak,North Cascades,,,,8795.0,4.0,4,48.3115145635,-120.336170197,2020-07-25,14,https://www.wta.org/go-hiking/hikes/oval-peak
1297,Peek-a-Boo Lake,North Cascades,5.0,roundtrip,1500.0,4350.0,3.14,7,48.1577,-121.490616667,2020-08-02,88,https://www.wta.org/go-hiking/hikes/peek-a-boo-lake
1298,Pear Lake,Central Cascades,13.0,roundtrip,2200.0,5200.0,3.71,7,47.8680574,-121.0711275,2020-09-08,33,https://www.wta.org/go-hiking/hikes/pear-lake
1299,Pass Creek,Central Cascades,7.0,roundtrip,1000.0,3250.0,2.4,5,47.926977,-121.276581,2020-08-07,45,https://www.wta.org/go-hiking/hikes/pass-creek
1300,Pass Lake,North Cascades,1.0,roundtrip,300.0,3900.0,3.75,4,48.1231323437,-121.448879242,2020-08-15,19,https://www.wta.org/go-hiking/hikes/pass-lake
1301,Old Wagon Road Trail,Central Washington,1.8,roundtrip,550.0,2300.0,2.75,4,47.8657,-119.0833,2020-03-20,8,https://www.wta.org/go-hiking/hikes/old-wagon-road-trail
1302,Pacific Crest Trail (PCT) Section K - Stevens Pass to Rainy Pass,Central Cascades,117.0,one-way,26351.0,6600.0,4.25,8,47.7460456804,-121.089162079,2020-10-17,161,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-k-stevens-pass-east-to-rainy-pass
1303,Ohanapecosh Hot Springs,Mount Rainier Area,0.4,roundtrip,50.0,2000.0,3.86,7,46.73305,-121.569283333,2019-08-05,15,https://www.wta.org/go-hiking/hikes/ohanapecosh-hot-springs
1304,North Fork Bridge Creek,Central Cascades,6.5,one-way,1473.0,4099.0,3.33,3,48.461381,-120.839744,2020-09-03,9,https://www.wta.org/go-hiking/hikes/north-fork-bridge-creek
1305,North Fork Sauk River,North Cascades,11.0,roundtrip,1000.0,2800.0,2.86,7,48.0583666667,-121.286566667,2021-02-01,239,https://www.wta.org/go-hiking/hikes/north-fork-sauk-river
1306,Nooksack Cirque,North Cascades,9.0,roundtrip,640.0,2840.0,3.0,4,48.8898833333,-121.674916667,2020-10-17,59,https://www.wta.org/go-hiking/hikes/nooksack-cirque
1307,North Fork Sauk Falls,North Cascades,0.4,roundtrip,200.0,1500.0,4.0,8,48.0985333333,-121.3709,2020-10-08,66,https://www.wta.org/go-hiking/hikes/north-fork-sauk-falls
1308,North Coast Route,Olympic Peninsula,30.0,one-way,200.0,200.0,4.0,7,48.2587786852,-124.682840109,2021-03-25,53,https://www.wta.org/go-hiking/hikes/north-coast-beach-travelway
1309,North Fork Entiat River,Central Cascades,26.0,roundtrip,4000.0,7150.0,2.5,4,48.0058169,-120.5763009,2020-09-29,33,https://www.wta.org/go-hiking/hikes/north-fork-entiat-river
1310,Lake Creek,Eastern Washington,26.0,roundtrip,340.0,1840.0,3.2,5,47.4041877812,-118.743882179,2021-01-03,10,https://www.wta.org/go-hiking/hikes/odessa-lake-creek-trail
1312,Odessa Craters,Eastern Washington,2.0,roundtrip,,1700.0,2.8,5,47.4211003676,-118.69090928,2020-06-23,8,https://www.wta.org/go-hiking/hikes/odessa-craters
1313,Nason Ridge,Central Cascades,21.9,roundtrip,3800.0,6200.0,3.75,8,47.7881936,-120.7923264,2020-11-25,118,https://www.wta.org/go-hiking/hikes/nason-ridge
1314,Mouth of the Tucannon,Eastern Washington,2.6,roundtrip,80.0,580.0,2.33,3,46.5411298885,-118.158500791,2020-05-25,4,https://www.wta.org/go-hiking/hikes/mouth-of-the-tucannon
1315,Neiderprum Trail,North Cascades,2.65,roundtrip,2400.0,3200.0,3.25,4,48.2615406841,-121.706274748,2021-04-22,43,https://www.wta.org/go-hiking/hikes/niederprum
1316,Napeequa River,Central Cascades,2.7,roundtrip,900.0,4900.0,2.8,5,48.0592696136,-120.924247592,2020-09-06,39,https://www.wta.org/go-hiking/hikes/napeequa-river
1317,Mount Washington,Olympic Peninsula,4.0,roundtrip,3190.0,,3.5,8,47.5203598245,-123.235187531,2020-11-08,33,https://www.wta.org/go-hiking/hikes/mount-washington
1319,Mount Lillian,Central Cascades,4.1,roundtrip,1100.0,6100.0,2.5,6,47.3114833333,-120.53215,2020-10-31,49,https://www.wta.org/go-hiking/hikes/mount-lillian
1320,Mount Forgotten,North Cascades,13.0,roundtrip,4300.0,6005.0,4.23,13,48.0573445618,-121.49230957,2020-11-21,139,https://www.wta.org/go-hiking/hikes/mount-forgotten
1321,Monument Creek,North Cascades,25.0,one-way,2900.0,7200.0,3.33,9,48.6562,-120.5127,2020-06-28,26,https://www.wta.org/go-hiking/hikes/monument-creek
1322,Mount Pugh,North Cascades,11.0,roundtrip,5300.0,7201.0,4.37,35,48.1454281341,-121.416104659,2020-12-06,298,https://www.wta.org/go-hiking/hikes/mount-pugh
1323,Mount David,Central Cascades,14.0,roundtrip,5800.0,7420.0,3.71,7,47.9632,-120.945483333,2020-10-17,78,https://www.wta.org/go-hiking/hikes/mount-david
1324,Miners Ridge (Entiat),Central Cascades,4.0,roundtrip,850.0,5750.0,3.8,5,47.8001666667,-120.57235,2017-08-26,4,https://www.wta.org/go-hiking/hikes/miners-ridge
1325,Fremont Lookout,Mount Rainier Area,5.6,roundtrip,1200.0,7200.0,4.54,50,46.9146166667,-121.642333333,2020-10-27,552,https://www.wta.org/go-hiking/hikes/mount-fremont-lookout
1326,Chilliwack River,North Cascades,17.3,one-way,2365.0,4440.0,3.25,4,48.9101184635,-121.592130661,2020-09-05,14,https://www.wta.org/go-hiking/hikes/chilliwack-river
1327,Copper Ridge,North Cascades,13.9,one-way,1800.0,6260.0,3.67,6,48.9101325664,-121.592173576,2020-10-03,33,https://www.wta.org/go-hiking/hikes/copper-ridge
1328,Wood Lake,South Cascades,4.5,roundtrip,1500.0,4860.0,2.67,6,46.047598407391526,-121.75541281700131,2017-08-21,4,https://www.wta.org/go-hiking/hikes/wood-lake
1329,Sherman Point Loop,Eastern Washington,3.0,roundtrip,200.0,1475.0,4.0,1,48.5852391,-118.1411501,2021-04-18,8,https://www.wta.org/go-hiking/hikes/sherman-point-loop
1330,Washtucna Coulee - Kahlotus Railroad Grade,Central Washington,8.0,roundtrip,30.0,900.0,3.75,4,46.6635423071,-118.483626683,2020-11-27,5,https://www.wta.org/go-hiking/hikes/washtucna-coulee
1331,Hex Mountain Snowshoe,Snoqualmie Region,7.0,roundtrip,2600.0,5034.0,4.0,14,47.2849578,-121.0913612,2021-04-17,242,https://www.wta.org/go-hiking/hikes/hex-mountain
1332,South Ship Canal Trail,Puget Sound and Islands,3.8,roundtrip,,20.0,2.0,1,47.6556499896,-122.383611559,2021-03-27,7,https://www.wta.org/go-hiking/hikes/south-ship-canal-trail
1333,Little Mashel Falls -  Bud Blancher Trail,Mount Rainier Area,4.5,roundtrip,500.0,1100.0,4.83,6,46.864669,-122.25757,2021-04-18,141,https://www.wta.org/go-hiking/hikes/little-mashel-falls-bud-blancher-trail
1334,Skyline Lake Snowshoe,Central Cascades,3.0,roundtrip,1100.0,5100.0,4.25,16,47.7472125770931,-121.0881543159485,2021-04-18,299,https://www.wta.org/go-hiking/hikes/skyline-lake-snowshoe
1335,Garfield Ledges,Snoqualmie Region,2.2,roundtrip,830.0,1860.0,4.33,9,47.5553438472,-121.535460949,2021-04-21,123,https://www.wta.org/go-hiking/hikes/garfield-ledges
1336,High Rock,South Cascades,3.2,roundtrip,1365.0,5685.0,4.48,48,46.6664333333,-121.89135,2021-04-18,404,https://www.wta.org/go-hiking/hikes/high-rock
1337,Boulder Garden Loop,Snoqualmie Region,2.5,roundtrip,800.0,1400.0,4.08,13,47.4874308,-121.7556436,2021-04-08,198,https://www.wta.org/go-hiking/hikes/boulder-garden-loop
1338,Pearrygin Lake State Park - Rex Derr Trail,North Cascades,3.1,trails,,,4.0,2,48.4917,-120.146112,2021-04-07,10,https://www.wta.org/go-hiking/hikes/pearrygin-lake-state-park-rex-derr-trail
1339,Shellrock Peak,Mount Rainier Area,7.0,roundtrip,2955.0,6835.0,3.67,6,46.7156937998,-121.165380478,2020-07-17,10,https://www.wta.org/go-hiking/hikes/shellrock-peak
1340,Paul Mountain Snowshoe,North Cascades,9.8,roundtrip,1280.0,3383.0,3.5,2,48.5997,-120.1672,2021-03-22,1,https://www.wta.org/go-hiking/hikes/paul-mountain-snowshoe
1341,Lake Augusta,Central Cascades,15.8,roundtrip,4750.0,6860.0,3.5,2,47.671,-120.7553,2020-09-06,39,https://www.wta.org/go-hiking/hikes/lake-augusta
1342,Hatchery Creek,Central Cascades,13.0,roundtrip,4000.0,6700.0,2.33,6,47.569152,-120.67878,2021-04-17,49,https://www.wta.org/go-hiking/hikes/hatchery-creek
1343,Palouse to Cascades Trail - Tekoa Trailhead,Eastern Washington,3.4,roundtrip,470.0,2600.0,4.0,1,47.2227045855,-117.107584476,2020-03-03,5,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-tekoa
1344,White Salmon Road Snowshoe,North Cascades,5.0,roundtrip,485.0,3500.0,4.0,5,48.8665551387,-121.654746979,2021-03-25,39,https://www.wta.org/go-hiking/hikes/white-salmon-creek-snowshoe
1345,Mount Grant Preserve,Puget Sound and Islands,4.6,trails,900.0,900.0,5.0,1,48.5798128414,-123.143674582,2020-07-24,3,https://www.wta.org/go-hiking/hikes/mount-grant-preserve
1346,Moritani Preserve,Puget Sound and Islands,0.2,roundtrip,30.0,70.0,0.0,0,47.6249815563,-122.52690196,2021-02-27,1,https://www.wta.org/go-outside/hikes/moritani-preserve
1347,Mount Si via Mount Teneriffe Trail,Snoqualmie Region,10.0,roundtrip,2950.0,4043.0,3.53,15,47.486866,-121.709682,2021-04-22,151,https://www.wta.org/go-hiking/hikes/mount-si-via-mount-teneriffe-trail
1348,Tunnel Creek,Olympic Peninsula,9.4,roundtrip,2450.0,4500.0,3.69,13,47.7815333333,-123.052116667,2021-03-26,193,https://www.wta.org/go-hiking/hikes/tunnel-creek-1
1349,Upper Duckabush,Olympic Peninsula,16.1,one-way,1500.0,4950.0,3.6,5,47.6842856679,-123.040255308,2021-03-26,40,https://www.wta.org/go-hiking/hikes/upper-duckabush
1350,Big Huckleberry Mountain,Southwest Washington,11.5,roundtrip,,,3.0,1,45.7976,-121.7412,2020-09-05,11,https://www.wta.org/go-hiking/hikes/big-huckleberry-mountain
1351,Ferguson Lake Trail,North Cascades,1.2,roundtrip,140.0,6631.0,3.83,6,48.7832,-120.6178,2020-09-22,15,https://www.wta.org/go-hiking/hikes/ferguson-lake
1352,Rocky Brook Falls,Olympic Peninsula,0.1,roundtrip,,,3.82,11,47.718859,-122.943521,2021-04-11,78,https://www.wta.org/go-hiking/hikes/rocky-brook-falls
1353,Snipes Mountain - Pine Way,South Cascades,5.0,roundtrip,500.0,4800.0,3.0,4,46.1028833333,-121.434616667,2020-08-08,1,https://www.wta.org/go-hiking/hikes/snipes-mountain
1354,Shi Shi Beach and Point of the Arches,Olympic Peninsula,8.0,roundtrip,200.0,200.0,4.39,59,48.2937166667,-124.665083333,2020-03-14,303,https://www.wta.org/go-hiking/hikes/shi-shi-beach-and-point-of-arches
1355,Fisk State Park,Eastern Washington,,,,,0.0,0,47.8373863303,-117.719020844,,0,https://www.wta.org/go-hiking/hikes/fisk-state-park
1357,Tin Cup Joe Falls,Snoqualmie Region,,,,,4.75,4,47.5172876488,-121.454157829,2021-04-03,23,https://www.wta.org/go-hiking/hikes/tin-cup-joe-falls
1359,Lake Victoria,Central Cascades,,,,,0.0,0,47.6076157,-120.8497464,2019-07-03,5,https://www.wta.org/go-hiking/hikes/lake-victoria
1360,Sweet Chariot,North Cascades,,,,,0.0,0,48.427167309,-121.370043755,2012-07-04,1,https://www.wta.org/go-hiking/hikes/sweet-chariot
1362,Mount Ruth,Mount Rainier Area,,,,,5.0,1,46.8977318,-121.6754884,2020-08-22,26,https://www.wta.org/go-hiking/hikes/mount-ruth
1366,Lower Tuscohatchie Lake,Snoqualmie Region,,,,,4.67,3,47.4132697,-121.4424372,2020-12-14,100,https://www.wta.org/go-hiking/hikes/lower-tuscohatchie-lake-1011
1370,Mount Ballard,North Cascades,,,,,0.0,0,48.7064291098,-120.917728901,2012-08-19,2,https://www.wta.org/go-hiking/hikes/mount-ballard
1373,Chilean Memorial,Olympic Peninsula,,,,,5.0,1,47.9643459466,-124.663544297,2021-04-16,31,https://www.wta.org/go-hiking/hikes/chilean-memorial
1374,Little Mason Lake,Snoqualmie Region,,,,,0.0,0,47.4242099192,-121.582720563,2020-11-08,27,https://www.wta.org/go-hiking/hikes/little-mason-lake
1378,Goat Wall Trail,North Cascades,,,,,0.0,0,48.59375,-120.398499,2016-05-29,2,https://www.wta.org/go-hiking/hikes/goat-wall-trail
1379,Jade Lake,Snoqualmie Region,21.0,roundtrip,4500.0,5600.0,3.0,6,47.59886,-121.18031,2020-11-08,105,https://www.wta.org/go-hiking/hikes/jade-lake
1380,Dip Top Gap,Snoqualmie Region,,,,,5.0,1,47.5436112367,-121.096853451,2020-09-05,23,https://www.wta.org/go-hiking/hikes/diptop-gap
1381,Baker Lake - Horseshoe Cove Snowshoe,North Cascades,,,,,0.0,0,48.678608252,-121.710270883,2021-03-03,5,https://www.wta.org/go-hiking/hikes/baker-lake-horseshoe-cove
1382,Seven Fingered Jack,Central Cascades,,,,,5.0,1,48.082702,-120.835093,2020-10-03,22,https://www.wta.org/go-hiking/hikes/seven-fingered-jack
1383,Mac Peak,Central Cascades,,,,6859.0,0.0,0,47.651489397,-121.190846833,2019-08-28,6,https://www.wta.org/go-hiking/hikes/mac-peak
1384,Eagle Cliff (Cypress Island),Puget Sound and Islands,,,,,5.0,1,48.6025805704,-122.704324722,2020-09-12,5,https://www.wta.org/go-hiking/hikes/eagle-cliff-cypress-island
1386,Quick Link,Issaquah Alps,2.4,one-way,,2900.0,0.0,0,47.4679183011,-121.936189844,2019-09-20,1,https://www.wta.org/go-hiking/hikes/quick-link
1387,Crosshaul,Issaquah Alps,1.5,one-way,,,0.0,0,47.4679156977,-121.936234873,2021-03-08,2,https://www.wta.org/go-hiking/hikes/crosshaul
1388,Oxbow Loop Trail,Snoqualmie Region,1.8,roundtrip,56.0,920.0,4.22,9,47.517,-121.6096,2021-03-27,102,https://www.wta.org/go-hiking/hikes/oxbow-lake
1389,Creekside Loop,Snoqualmie Region,0.2,roundtrip,10.0,690.0,0.0,0,47.488,-121.7231,2019-11-02,6,https://www.wta.org/go-hiking/hikes/mount-si-creekside-loop
1390,Bottle Beach State Park,Olympic Peninsula,0.7,one-way,,,0.0,0,46.8930836721,-124.040901661,,0,https://www.wta.org/go-hiking/hikes/bottle-beach-state-park
1391,Illahee State Park,Olympic Peninsula,0.5,trails,,,5.0,1,47.5961900899,-122.597312078,2020-07-27,3,https://www.wta.org/go-hiking/hikes/illahee-state-park
1392,Kennedy Creek Natural Area Preserve,Olympic Peninsula,9.0,trails,420.0,,4.25,4,47.099515656,-123.086055033,2021-02-24,31,https://www.wta.org/go-hiking/hikes/kennedy-falls
1393,K-3 Trail,Issaquah Alps,0.6,roundtrip,,,2.4,5,47.5128239787,-121.948649883,2021-03-21,77,https://www.wta.org/go-hiking/hikes/k-3-trail
1394,Iron Mountain,Mount Rainier Area,,,,,0.0,0,46.7973304,-121.8275986,2020-07-16,4,https://www.wta.org/go-hiking/hikes/iron-mountain-1
1395,Kautz Creek Snowshoe,Mount Rainier Area,8.0,roundtrip,2800.0,5300.0,4.0,2,46.7698051,-121.825773,2020-12-24,22,https://www.wta.org/go-hiking/hikes/kautz-creek-snowshoe
1396,Hope Island,Puget Sound and Islands,,,,,5.0,1,48.3982146359,-122.54101038,2017-10-08,3,https://www.wta.org/go-hiking/hikes/hope-island
1397,Indian Henry's Hunting Ground via Tahoma Creek,Mount Rainier Area,12.0,roundtrip,2520.0,5400.0,3.86,7,46.7500413,-121.8129923,2019-08-18,25,https://www.wta.org/go-hiking/hikes/indian-henrys-hunting-ground
1398,Beacon Rock State Park - Hardy Creek,Southwest Washington,,,,,2.0,1,45.6430280558,-122.012701035,2020-07-26,13,https://www.wta.org/go-hiking/hikes/hardy-creek
1399,Jarrell Cove State Park - Harstine Island,Olympic Peninsula,1.5,roundtrip,200.0,175.0,3.5,6,47.2303176,-122.8835855,2021-02-28,11,https://www.wta.org/go-hiking/hikes/harstine-island-state-park
1400,Beacon Rock State Park - Hardy Ridge,Southwest Washington,9.5,roundtrip,1860.0,2700.0,3.5,2,45.6380439,-122.0318366,2020-07-19,24,https://www.wta.org/go-hiking/hikes/hardy-ridge
1401,Hidden Forest Trail,Issaquah Alps,7.4,roundtrip,2650.0,2340.0,3.67,6,47.499951712,-122.02176647,2021-04-22,52,https://www.wta.org/go-hiking/hikes/hidden-forest
1402,High Point Trail,Issaquah Alps,2.0,roundtrip,,1150.0,2.67,6,47.5305314997,-121.979184151,2021-04-18,141,https://www.wta.org/go-hiking/hikes/high-point-trail
1403,Hobart - Middle Tiger Railroad Trail,Issaquah Alps,10.2,roundtrip,1550.0,2180.0,3.5,4,47.4808171884,-121.966317594,2021-04-02,17,https://www.wta.org/go-hiking/hikes/hobart-middle-tiger-railroad-grade
1404,High School Trail,Issaquah Alps,2.1,roundtrip,375.0,480.0,3.67,3,47.5192503,-122.0298375,2021-04-18,118,https://www.wta.org/go-hiking/hikes/high-school-trail
1405,Gold Mountain,Olympic Peninsula,4.0,roundtrip,1087.0,1687.0,3.89,9,47.5521027,-122.8276171,2021-03-08,68,https://www.wta.org/go-hiking/hikes/gold-mountain
1406,Golden Gate,Mount Rainier Area,3.2,roundtrip,1000.0,6400.0,4.0,6,46.7860333333,-121.734983333,2021-01-09,75,https://www.wta.org/go-hiking/hikes/golden-gate
1408,Greider Lakes,Central Cascades,8.6,roundtrip,2035.0,2930.0,3.41,34,47.974717,-121.57955,2021-01-18,345,https://www.wta.org/go-hiking/hikes/greider-lakes
1409,Green Lake,Puget Sound and Islands,2.8,roundtrip,,164.0,3.31,13,47.6689710483,-122.340145111,2021-03-03,48,https://www.wta.org/go-hiking/hikes/green-lake-1
1410,Glacier Vista - Panorama Point,Mount Rainier Area,5.0,roundtrip,1300.0,6700.0,4.0,7,46.786033,-121.734983,2021-01-16,81,https://www.wta.org/go-hiking/hikes/glacier-vista-panorama-point
1411,Gas Line Trail,Issaquah Alps,1.0,roundtrip,,,2.0,2,47.482329895,-121.92417942,2015-01-31,5,https://www.wta.org/go-hiking/hikes/gas-line-trail
1412,Fort Steilacoom Park,Puget Sound and Islands,4.1,trails,154.0,376.0,5.0,3,47.1774180264,-122.559168935,2021-02-21,27,https://www.wta.org/go-hiking/hikes/fort-steilacoom-park
1413,Tahoma Creek Suspension Bridge - Emerald Ridge Loop,Mount Rainier Area,14.2,roundtrip,3100.0,5600.0,3.12,8,46.8379564,-121.89704,2020-08-28,78,https://www.wta.org/go-hiking/hikes/emerald-ridge
