,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
59,,ridge trail,,Camp Long,,548 ft,,31 ft,0
60,,rolling hills trail,,Camp Long,,551 ft,-27 ft,,0
61,,meadow,,Luther Burbank Park,,240 ft,,,0
62,,waterfront,,Luther Burbank Park,,367 ft,,14 ft,0
63,,earth sculpture,,Luther Burbank Park,,394 ft,-9 ft,,0
64,,waterfront swim beach,,Luther Burbank Park,,"1,109 ft",,9 ft,0
65,,level loop,,Trillium Community Forest,,945 ft,,34 ft,0
66,,forest discovery,,South Whidbey State Park,,387 ft,-3 ft,,0
67,,fern gully trail,,South Whidbey State Park,,"2,037 ft",-8 ft,95 ft,0
68,,kettles spur,,Coupeville,,"2,080 ft",,10 ft,0
69,,shoreline trail,,Joseph Whidbey State Park,,"3,097 ft",-6 ft,,0
70,,beach access and tunnel,,Meadowdale Beach Park,,190 ft,,,0
71,,meadow creek  1057,,Henry M. Jackson Wilderness,,8 miles,-562 ft,"3,392 ft",0
72,,johnson ridge  1067,,Wild Sky Wilderness - West Cady Unit,,4 miles,-734 ft,"2,173 ft",0
73,,crystal lake trail  638,,Mt. Baker-Snoqualmie National Forest,,3 miles,,"1,683 ft",0
74,,slab camp trail  838,,Buckhorn Wilderness,,3 miles,"-1,188 ft",205 ft,0
75,,twin barnes loop trail,,Olympia,,"4,662 ft",-3 ft,5 ft,0
76,,zintel canyon,,Kennewick,,"3,241 ft",-55 ft,7 ft,0
77,,connector,,Fort Townsend State Park,,472 ft,-2 ft,,0
78,,ben jones loop trail,,Osborne Mountain,,1 mile,-10 ft,390 ft,0
79,,big buck wildlife trail,,Winthrop,,"4,432 ft",-176 ft,147 ft,0
80,,hadley peak route,,Mount Baker Wilderness,,3 miles,-142 ft,832 ft,0
81,,boulder ridge trail,,Mount Baker Wilderness,,2 miles,,"1,850 ft",0
82,,west boundary trail,,Carbon River and Mowich,,3 miles,-334 ft,"1,075 ft",0
83,,hansel creek usfs 7310 road,,Enchantments,,2 miles,-972 ft,28 ft,0
84,,aldrich pct bypass trail,,Stevenson,,"5,200 ft",,696 ft,0
85,,trail,,Moran State Park,,1 mile,-786 ft,,0
86,,preston powerline trail,,Tiger Mountain State Forest,,2 miles,-214 ft,359 ft,0
87,,green ridge lake trail,,Alpine Lakes Wilderness,,1 mile,-522 ft,12 ft,0
88,,green ridge trail,,Alpine Lakes Wilderness,,1 mile,,"3,024 ft",0
89,,surprise mountain trail,,Alpine Lakes Wilderness,,"3,458 ft",-11 ft,572 ft,0
90,,fs 4330 170,,Salmon La Sac,,3 miles,-850 ft,132 ft,0
91,,cutthroat lakes trail,,Morning Star NRCA,,"2,828 ft",,351 ft,0
92,,mille butte summit,,Park Rapids,,748 ft,,90 ft,0
93,,perimeter trail,,Mukilteo,,"3,419 ft",-43 ft,52 ft,0
94,,umtanum ridge road,,Yakima,,5 miles,-671 ft,"1,137 ft",0
95,,black canyon trail,,Yakima,,1 mile,,699 ft,0
96,,calispell peak road,,Park Rapids,,"4,790 ft",-437 ft,,0
97,,stiletto peak trail,,Methow Valley,,3 miles,,"3,252 ft",0
98,,meadow,,Lake Sawyer,,774 ft,-25 ft,,0
99,,pucker butt,,Teanaway Community Forest,,"1,417 ft",-373 ft,,0
0,,quartz creek trail  263,,Middle Fork Snoqualmie,,2 miles,,"1,537 ft",0
1,,thunder creek trail,,North Cascades National Park,,11 miles,-957 ft,"5,143 ft",0
2,,buckskin ridge trail,,Pasayten Wilderness Area,,16 miles,"-5,652 ft","3,316 ft",0
3,,billy goat pass trail,,Pasayten Wilderness Area,,7 miles,"-1,427 ft","2,289 ft",0
4,,andrews creek trail,,Pasayten Wilderness Area,,16 miles,-717 ft,"4,346 ft",0
5,,south trail,,Turtleback Mountain Preserve,,2 miles,-928 ft,120 ft,0
6,,eastside trail,,,,4 miles,-2 ft,"2,407 ft",0
7,,national forest development road 8020,,Chelan,,2 miles,,720 ft,0
8,,whistle punk trail  59,,Stevenson,,243 ft,,,0
9,,longhouse to seven cedars trail,,West Duwamish Greenbelt,,"1,693 ft",-186 ft,5 ft,0
10,,grey rock trail,,Packwood,,7 miles,"-2,117 ft","1,492 ft",0
11,,pins and needles lower,,Cle Elum,,"2,782 ft",,473 ft,0
12,,saint andrews creek,,Carbon River and Mowich,,2 miles,,"1,718 ft",0
13,,elliot creek road,,Mt. Baker-Snoqualmie National Forest,,"4,022 ft",,197 ft,0
14,,cultus creek  108,,Indian Heaven Wilderness,,1 mile,"-1,230 ft",88 ft,0
15,,stagman to looking glass,,Mount Adams Wilderness,,"3,967 ft",-46 ft,240 ft,0
16,,riley camp  64,,Mount Adams Wilderness,,5 miles,"-2,091 ft",48 ft,0
17,,south climb  mount adams ,,Mount Adams Wilderness,,2 miles,"-3,869 ft",34 ft,0
18,,pct   midway creek to walupt lake 2000h,,Goat Rock Wilderness,,11 miles,"-1,068 ft","1,519 ft",0
19,,klickitat loop trail 7a,,Packwood,,4 miles,-426 ft,"1,289 ft",0
20,,eastside trail,,Ohanapecosh,,6 miles,-213 ft,915 ft,0
21,,hatchery creek trail  1577,,Alpine Lakes Wilderness,,6 miles,-30 ft,"3,888 ft",0
22,,pete s creek trail  858 1,,Olympic National Forest,,"4,482 ft",-278 ft,,0
23,,doetsch walking path,,Beacon Rock State Park,,1 mile,-20 ft,18 ft,0
24,,equestrian trail,,Beacon Rock State Park,,3 miles,"-1,405 ft",112 ft,0
25,,upper hardy creek trail,,Beacon Rock State Park,,2 miles,-183 ft,491 ft,0
26,,upper hardy creek trail,,Beacon Rock State Park,,"4,173 ft",-2 ft,257 ft,0
27,,3 elk,,Danville Georgetown Open Space,,"5,246 ft",,215 ft,0
28,,berry bear,,Danville Georgetown Open Space,,"2,119 ft",,83 ft,0
29,,coyote,,Danville Georgetown Open Space,,"2,159 ft",-10 ft,8 ft,0
30,,tilly,,Danville Georgetown Open Space,,"2,543 ft",-3 ft,,0
31,,skunk,,Danville Georgetown Open Space,,"1,765 ft",-42 ft,,0
32,,middle tiger trail,,Tiger Mountain State Forest,,"5,121 ft",-896 ft,,0
33,,north fork tieton trail  1118,,Goat Rock Wilderness,,5 miles,"-1,540 ft",103 ft,0
34,,goat lake way trail,,Buckhorn Wilderness,,2 miles,"-2,908 ft",55 ft,0
35,,buckhorn lake trail  845,,Buckhorn Wilderness,,"2,024 ft",-36 ft,130 ft,0
36,,heather creek trail  863,,Buckhorn Wilderness,,3 miles,"-1,214 ft",209 ft,0
37,,tunnel creek trail  841 2,,Buckhorn Wilderness,,3 miles,-48 ft,"4,499 ft",0
38,,badger valley trail,,Olympic National Park,,4 miles,"-2,010 ft",748 ft,0
39,,appleton pass trail,,Olympic National Park,,8 miles,"-3,361 ft","2,328 ft",0
40,,little divide trail,,Olympic National Park,,3 miles,-382 ft,"1,004 ft",0
41,,clear lake way trail,,Olympic National Park,,"1,729 ft",-251 ft,10 ft,0
42,,gladys divide primitive trail,,Olympic National Park,,1 mile,"-1,096 ft",6 ft,0
43,,lake constance primitive trail,,Olympic National Park,,2 miles,"-3,175 ft",37 ft,0
44,,dosewallips river trail,,Olympic National Park,,1 mile,-382 ft,98 ft,0
45,,west fork dosewallips river trail,,Olympic National Park,,9 miles,-577 ft,"3,212 ft",0
46,,north fork quinault river trail,,Olympic National Park,,16 miles,-906 ft,"4,029 ft",0
47,,gray wolf trail  834,,Buckhorn Wilderness,,3 miles,-625 ft,737 ft,0
48,,duckabush trail,,Olympic National Park,,1 mile,-129 ft,198 ft,0
49,,connector,,Steamboat Rock State Park,,899 ft,-41 ft,,0
50,,steamboat rock access,,Steamboat Rock State Park,,"3,406 ft",,516 ft,0
51,,tamanos mountain trail,,Mount Rainier National Park,,"4,331 ft",,"1,369 ft",0
52,,laughingwater creek trail,,Mount Rainier National Park,,7 miles,-214 ft,"3,814 ft",0
53,,observation peak trail,,Trapper Creek Wilderness,,"2,707 ft",,387 ft,0
54,,colonel bob peak trail  851,,Olympic National Forest,,5 miles,"-3,047 ft",425 ft,0
55,,johnson mountain trail,,Glacier Peak Wilderness,,"3,878 ft",-602 ft,,0
56,,little giant trail,,Glacier Peak Wilderness,,13 miles,"-2,287 ft","6,637 ft",0
57,,rain shadow vista,,Port Angeles,,217 ft,-12 ft,,0
58,,maple glade loop,,Olympic National Park,,"1,309 ft",-5 ft,13 ft,0
59,,pinnacle lake trail,,Mount Pilchuck State Park,,2 miles,-89 ft,"1,119 ft",0
60,,rainbow creek trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,7 miles,-45 ft,"3,878 ft",0
61,,rainbow bridge,,Lake Chelan National Rec. Area (North Cascades N.P.),,397 ft,-26 ft,,0
62,,doughty falls viewpoint trail,,Cougar Mountain Regional Wildland Park,,154 ft,-9 ft,,0
63,,phil s connector,,Squak Mountain State Park,,1 mile,,626 ft,0
64,,gorge lake overlook,,North Cascades National Park,,"2,477 ft",-30 ft,42 ft,0
65,,fisher lake trail,,Alpine Lakes Wilderness,,1 mile,-330 ft,372 ft,0
66,,nordrum lake trail,,Alpine Lakes Wilderness,,2 miles,-16 ft,"1,933 ft",0
67,,mount catherine trail,,Snoqualmie Pass,,"3,963 ft",-577 ft,,0
68,,tinkham tarn boot trail,,Snoqualmie Pass,,"1,109 ft",-253 ft,40 ft,0
69,,deception falls interpretive trail,,Deception Falls State Park,,"2,343 ft",-52 ft,59 ft,0
70,,big four ice caves trail,,Mt. Baker-Snoqualmie National Forest,,1 mile,-32 ft,260 ft,0
71,,courtney peak trail,,Lake Chelan Sawtooth Wilderness,,"2,287 ft",,798 ft,0
72,,grace lakes trail  1578,,Alpine Lakes Wilderness,,1 mile,-65 ft,932 ft,0
73,,lost creek ridge trail,,Glacier Peak Wilderness,,12 miles,"-5,427 ft","3,968 ft",0
74,,green mountain,,Glacier Peak Wilderness,,4 miles,-118 ft,"3,034 ft",0
75,,high camp trail,,Mount Adams Wilderness,,1 mile,-789 ft,,0
76,,the rock trail,,Castle Rock,,745 ft,,112 ft,0
77,,coastie head primitive trail,,Olympic National Park | Pacific Coast,,883 ft,-42 ft,36 ft,0
78,,connector,,Olympic National Park | Pacific Coast,,187 ft,-8 ft,,0
79,,frosty   wildhorse trail  1592,,Alpine Lakes Wilderness,,3 miles,"-1,939 ft",8 ft,0
80,,sunday lake trail,,Alpine Lakes Wilderness,,3 miles,-494 ft,84 ft,0
81,,lake terence trail,,Alpine Lakes Wilderness,,2 miles,-205 ft,685 ft,0
82,,blackjack ridge trail  1565,,Alpine Lakes Wilderness,,6 miles,"-1,354 ft","4,490 ft",0
83,,hardscrabble creek trail,,Alpine Lakes Wilderness,,2 miles,-837 ft,463 ft,0
84,,horseshoe lake trail,,Alpine Lakes Wilderness,,2 miles,"-1,237 ft",55 ft,0
85,,point peak trail,,Alpine Lakes Wilderness,,"1,234 ft",-11 ft,193 ft,0
86,,glacier lake trail  89,,Goat Rock Wilderness,,2 miles,-101 ft,924 ft,0
87,,clear lost trail  76,,Goat Rock Wilderness,,6 miles,"-3,338 ft",812 ft,0
88,,circle lake trail,,Alpine Lakes Wilderness,,"4,754 ft",-332 ft,189 ft,0
89,,trail of two forests,,Mt. St. Helens National Volcanic Monument,,"1,201 ft",-39 ft,,0
90,,tracy hill loop,,Columbia River Gorge National Scenic Area,,4 miles,"-1,230 ft",980 ft,0
91,,balfour klickitat loop,,Columbia River Gorge National Scenic Area,,"1,027 ft",-37 ft,,0
92,,bitterroot trail and rowland wall trail loop,,Columbia River Gorge National Scenic Area,,"4,925 ft",-2 ft,658 ft,0
93,,stehekin river trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,3 miles,-232 ft,151 ft,0
94,,wolf creek trail  527,,Lake Chelan Sawtooth Wilderness,,12 miles,-355 ft,"4,782 ft",0
95,,ice creek trail  1405,,Glacier Peak Wilderness,,4 miles,-211 ft,"1,337 ft",0
96,,old sauk river trail,,Mt. Baker-Snoqualmie National Forest,,3 miles,-61 ft,162 ft,0
97,,wagonwheel lake trail,,Olympic National Park,,3 miles,"-3,215 ft",17 ft,0
98,,mount maude summit approach,,Glacier Peak Wilderness,,1 mile,-118 ft,"1,581 ft",0
99,,bachelor creek trail  796,,Glacier Peak Wilderness,,5 miles,-479 ft,"3,376 ft",0
0,,ironstone mountain trail  1141,,William O. Douglas Wilderness,,11 miles,"-3,141 ft","2,149 ft",0
1,,goat creek trail  959,,William O. Douglas Wilderness,,4 miles,,"2,577 ft",0
2,,mesatchee creek trail  lower   969,,Okanogan-Wenatchee National Forest,,"4,833 ft",-26 ft,36 ft,0
3,,cougar lake trail 958a,,William O. Douglas Wilderness,,1 mile,-337 ft,334 ft,0
4,,crystal lake,,Mount Rainier National Park,,"1,916 ft",-12 ft,10 ft,0
5,,boundary trail,,Longmire,,3 miles,-273 ft,"3,075 ft",0
6,,chenuis falls trail,,Carbon River and Mowich,,"1,280 ft",-15 ft,,0
7,,florence peak trail,,Carbon River and Mowich,,3 miles,,"3,639 ft",0
8,,purcell mountain  284,,Gifford Pinchot National Forest,,7 miles,-80 ft,"4,542 ft",0
9,,braille  223,,Randle,,"1,604 ft",-41 ft,,0
10,,deep lake trail 33a,,Indian Heaven Wilderness,,"1,398 ft",-9 ft,51 ft,0
11,,lucia falls loop,,Moulton and Lucia Falls,,"1,604 ft",-12 ft,7 ft,0
12,,thomas lake trail  111,,Indian Heaven Wilderness,,3 miles,-185 ft,753 ft,0
13,,wapiki trail 34a,,Indian Heaven Wilderness,,"1,900 ft",-115 ft,,0
14,,klickitat loop trail 7a,,Dark Divide,,8 miles,"-1,478 ft","2,224 ft",0
15,,observation blind,,Ridgefield National Wildlife Refuge,,423 ft,-2 ft,,0
16,,corrals,,Lewis and Clark State Park,,"2,211 ft",,130 ft,0
17,,hidden beach path,,Titlow Park,,1 mile,-28 ft,54 ft,0
18,,pileated,,Bresemann Forest,,682 ft,,9 ft,0
19,,brooklake,,West Hylebos Wetlands Park,,919 ft,-3 ft,,0
20,,hugo peak trail,,Pack Forest,,2 miles,,898 ft,0
21,,hugo peak trail,,Pack Forest,,610 ft,-66 ft,,0
22,,eight mile trail  654 02,,Boulder River Wilderness,,2 miles,"-2,311 ft",,0
23,,boulder river trail  734,,Boulder River Wilderness,,4 miles,-374 ft,854 ft,0
24,,marine loop trail,,Cama Beach State Park,,1 mile,-54 ft,28 ft,0
25,,roy s trail,,Camano Island State Park,,"1,273 ft",,88 ft,0
26,,marsh trail,,Camano Island State Park,,"1,476 ft",-66 ft,,0
27,,webb mountain trail,,Middle Fork Snoqualmie NRCA,,"3,609 ft",,661 ft,0
28,,middle loop trail,,Camp Long,,"2,513 ft",-70 ft,57 ft,0
29,,pathway,,Luther Burbank Park,,"1,352 ft",-39 ft,,0
30,,south entrance,,Luther Burbank Park,,374 ft,-20 ft,,0
31,,moyer   west beach trail,,Joseph Whidbey State Park,,"1,745 ft",-11 ft,12 ft,0
32,,beach access,,Joseph Whidbey State Park,,446 ft,,7 ft,0
33,,paradise meadows  1055 2,,Index,,2 miles,-12 ft,457 ft,0
34,,eagle lake fisherman s trail  1055 1,,Wild Sky Wilderness - Eagle Rock Unit,,"4,695 ft",-44 ft,74 ft,0
35,,scorpion mountain,,Wild Sky Wilderness - West Cady Unit,,906 ft,-74 ft,70 ft,0
36,,upper anderson lake way trail,,Mt. Baker-Snoqualmie National Forest,,"4,629 ft",-140 ft,352 ft,0
37,,radio peak trail n3,,Cougar Mountain Regional Wildland Park,,"2,336 ft",-146 ft,,0
38,,marsh loop east,,Lord Hill Regional Park,,"2,441 ft",,17 ft,0
39,,sparrow loop trail,,Marymoor Park,,"1,667 ft",,,0
40,,twin barnes loop trail,,Olympia,,554 ft,,,0
41,,riparian overlook trail,,Snow Mountain Ranch,,"1,568 ft",,116 ft,0
42,,riparian trail west,,Snow Mountain Ranch,,"3,399 ft",-39 ft,4 ft,0
43,,squak glacier route,,Mount Baker Wilderness,,3 miles,,"4,815 ft",0
44,,goat loop,,Washington,,872 ft,-1 ft,90 ft,0
45,,bear gap trail  967,,Crystal Mountain,,"5,157 ft",-964 ft,,0
46,,nature trail,,Walla Walla,,902 ft,-5 ft,,0
47,,southeast,,Slavin Conservation Area,,"4,757 ft",-32 ft,55 ft,0
48,,songbird peak,,North Bend,,1 mile,"-1,207 ft",25 ft,0
49,,green mountain trail,,North Bend,,2 miles,-70 ft,"1,495 ft",0
50,,high valley trail,,Squak Mountain State Park,,"1,572 ft",,29 ft,0
51,,upper roaring creek trail  1584,,Alpine Lakes Wilderness,,2 miles,-904 ft,495 ft,0
52,,kaleetan lake trail,,Alpine Lakes Wilderness,,3 miles,"-1,461 ft","1,011 ft",0
53,,mille butte,,Park Rapids,,4 miles,-492 ft,501 ft,0
54,,barnes creek trail,,Port Angeles,,3 miles,"-1,390 ft",177 ft,0
55,,griff creek trail,,Port Angeles,,3 miles,"-2,846 ft",42 ft,0
56,,langus riverfont trail,,Everett,,2 miles,-10 ft,11 ft,0
57,,blethen lakes   quartz creek trail  1263,,Middle Fork Snoqualmie,,5 miles,-125 ft,"2,649 ft",0
58,,lemah creek valley,,Alpine Lakes Wilderness,,1 mile,-117 ft,759 ft,0
59,,iron cap gap,,Alpine Lakes Wilderness,,2 miles,-492 ft,887 ft,0
60,,lost lake trail,,Norse Peak Wilderness,,5 miles,-94 ft,"2,757 ft",0
61,,river loop trail,,Ross Lake National Recreation Area,,"4,997 ft",-15 ft,15 ft,0
62,,national forest development road 3065,,Mt. Baker-Snoqualmie National Forest,,4 miles,,"1,681 ft",0
63,,boundary trail,,Pasayten Wilderness Area,,6 miles,"-1,303 ft",419 ft,0
64,,boardman lake trail,,Morning Star NRCA,,"4,518 ft",-85 ft,324 ft,0
65,,independence ridge trail  227a,,Dark Divide,,1 mile,-348 ft,205 ft,0
66,,upper hall creek,,South Fork Snoqualmie,,"2,762 ft",-429 ft,7 ft,0
67,,doe creek trail,,410 / Mount Rainier North,,"2,671 ft",-200 ft,,0
68,,brown peak trail,,410 / Mount Rainier North,,"1,565 ft",,244 ft,0
69,,sourdough ridge  sunrise park ,,Sunrise,,3 miles,-712 ft,319 ft,0
70,,independence ridge,,Carbon River and Mowich,,"3,934 ft",-329 ft,56 ft,0
71,,south puyallup trail,,Longmire,,2 miles,-643 ft,332 ft,0
72,,indian heaven  33,,Indian Heaven Wilderness,,3 miles,-258 ft,"1,161 ft",0
73,,pct   killen creek to midway creek 2000h,,Mount Adams Wilderness,,8 miles,"-1,763 ft",330 ft,0
74,,pct   laughingwater to chinook pass 2000i,,Ohanapecosh,,10 miles,"-1,929 ft","1,678 ft",0
75,,boulder lake trail,,Olympic National Park,,3 miles,-10 ft,"1,965 ft",0
76,,wynoochee lake shore trail  west   878,,Olympic National Forest,,5 miles,-666 ft,394 ft,0
77,,cook hill trail,,Carson,,2 miles,-216 ft,"1,389 ft",0
78,,service trail,,Gotchen Creek,,3 miles,-454 ft,177 ft,0
79,,loop trail,,Beacon Rock State Park,,"4,596 ft",-30 ft,242 ft,0
80,,ridge trail,,Danville Georgetown Open Space,,"2,320 ft",-33 ft,20 ft,0
81,,big eared bat,,Danville Georgetown Open Space,,"1,289 ft",-12 ft,,0
82,,tiger mountain trail,,Tiger Mountain State Forest,,6 miles,-712 ft,"1,714 ft",0
83,,highlands trail,,Cougar Mountain Regional Wildland Park,,"1,850 ft",-3 ft,51 ft,0
84,,hidden spring trail,,Goat Rock Wilderness,,"1,457 ft",-103 ft,,0
85,,hazel wolf wetlands preserve access trail,,Hazel Wolf Wetlands Preserve,,"1,581 ft",-47 ft,,0
86,,tree frog loop trail,,Redmond Watershed Preserve,,"1,424 ft",-13 ft,,0
87,,devil s ridge trail  752,,Pasayten Wilderness Area,,17 miles,"-3,236 ft","6,465 ft",0
88,,ross dam trail,,Ross Lake National Recreation Area,,7 miles,"-1,272 ft",769 ft,0
89,,chilliwack river trail,,North Cascades National Park,,6 miles,-600 ft,"2,295 ft",0
90,,tull canyon trail  847,,Buckhorn Wilderness,,1 mile,-4 ft,"1,152 ft",0
91,,lower maynard burn trail  816,,Buckhorn Wilderness,,"1,742 ft",,377 ft,0
92,,home lake trail  893,,Buckhorn Wilderness,,"5,223 ft",-178 ft,105 ft,0
93,,rica canyon trail,,Olympic National Park,,"2,165 ft",-400 ft,,0
94,,north fork skokomish river trail,,Olympic National Park,,12 miles,-305 ft,"4,135 ft",0
95,,deer lake meadow trail,,Olympic National Park,,"1,414 ft",,35 ft,0
96,,great wall trail,,Olallie State Park,,"4,331 ft",-531 ft,3 ft,0
97,,three corner rock trail north,,Stevenson,,"2,900 ft",,219 ft,0
98,,upper lena lake trail,,Olympic National Park,,2 miles,-85 ft,"1,909 ft",0
99,,putvin trail  813,,Olympic National Park,,3 miles,-104 ft,"3,475 ft",0
0,,lower maynard burn trail,,Olympic National Park,,1 mile,-196 ft,154 ft,0
1,,buckhorn tubal cain connector,,Buckhorn Wilderness,,"3,386 ft",-420 ft,,0
2,,duckabush trail,,Olympic National Park,,5 miles,"-1,666 ft",954 ft,0
3,,cut off trail,,Steamboat Rock State Park,,"3,665 ft",-85 ft,100 ft,0
4,,owyhigh lakes trail,,Sunrise,,8 miles,"-2,473 ft","1,937 ft",0
5,,petes creek trail  858,,Olympic National Park,,2 miles,-6 ft,"1,730 ft",0
6,,goodell creek trail,,North Cascades National Park,,3 miles,-33 ft,"1,007 ft",0
7,,south coast beach travelway  hoh river ,,Olympic National Park | Pacific Coast,,2 miles,-38 ft,65 ft,0
8,,rainbow lake trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,10 miles,"-3,314 ft","2,779 ft",0
9,,boundary way trail  688,,Glacier,,2 miles,-375 ft,604 ft,0
10,,dingford creek trail,,Alpine Lakes Wilderness,,5 miles,"-2,415 ft",57 ft,0
11,,dorothy lake trail,,Alpine Lakes Wilderness,,5 miles,-99 ft,"1,690 ft",0
12,,mccue ridge trail  1574,,Alpine Lakes Wilderness,,3 miles,-710 ft,862 ft,0
13,,deception falls trail,,Deception Falls State Park,,833 ft,-3 ft,118 ft,0
14,,frog mountain trail,,Wild Sky Wilderness - Eagle Rock Unit,,4 miles,,"2,240 ft",0
15,,independence lake,,Washington,,"4,859 ft",-367 ft,490 ft,0
16,,trapper creek trail  192,,Trapper Creek Wilderness,,2 miles,-72 ft,342 ft,0
17,,ladder creek falls,,Ross Lake National Recreation Area,,"2,792 ft",-125 ft,123 ft,0
18,,frosty   wildhorse trail,,Alpine Lakes Wilderness,,2 miles,-632 ft,42 ft,0
19,,icicle creek trail,,Alpine Lakes Wilderness,,5 miles,-515 ft,199 ft,0
20,,beverly turnpike trail  1391,,Alpine Lakes Wilderness,,3 miles,-146 ft,"1,213 ft",0
21,,waptus pass trail,,Alpine Lakes Wilderness,,5 miles,"-1,425 ft","1,415 ft",0
22,,spade lake trail  1337,,Alpine Lakes Wilderness,,4 miles,"-3,086 ft",425 ft,0
23,,union creek trail,,Norse Peak Wilderness,,2 miles,-50 ft,588 ft,0
24,,crater mountain trail,,Pasayten Wilderness Area,,3 miles,,"2,890 ft",0
25,,norse peak view trail  1191 1,,Norse Peak Wilderness,,5 miles,-299 ft,"2,779 ft",0
26,,oval creek trail 410a,,Lake Chelan Sawtooth Wilderness,,7 miles,-769 ft,"3,528 ft",0
27,,rainbow falls,,Lake Chelan National Rec. Area (North Cascades N.P.),,"1,230 ft",,122 ft,0
28,,saddle rock north trail,,Saddle Rock Natural Area,,1 mile,-811 ft,165 ft,0
29,,old butte,,Saddle Rock Natural Area,,"2,818 ft",-37 ft,511 ft,0
30,,boulder cave  962,,Thorp,,"3,780 ft",-33 ft,176 ft,0
31,,elsnor mine trail  1392 8,,Teanaway,,"4,767 ft","-1,099 ft",,0
32,,beards hollow trail,,Cape Disappointment State Park,,"4,708 ft",-101 ft,281 ft,0
33,,cape disappointment trail,,Cape Disappointment State Park,,"2,946 ft",-4 ft,194 ft,0
34,,cramer lake  1106,,William O. Douglas Wilderness,,4 miles,-102 ft,932 ft,0
35,,goat peak trail 958c,,William O. Douglas Wilderness,,3 miles,,"2,750 ft",0
36,,dumbbell lake spur,,William O. Douglas Wilderness,,551 ft,-4 ft,,0
37,,denman falls,,Longmire,,"1,161 ft",-64 ft,,0
38,,blue hole  167,,Packwood,,400 ft,-6 ft,,0
39,,takh takh meadow trail  136,,Dark Divide,,1 mile,-193 ft,216 ft,0
40,,lemei trail  34,,Indian Heaven Wilderness,,5 miles,-583 ft,"2,042 ft",0
41,,shorthorn trail  16,,Mount Adams Wilderness,,3 miles,,"1,432 ft",0
42,,walupt creek falls,,Goat Rock Wilderness,,"4,760 ft",-338 ft,,0
43,,independence pass  227,,Mt. St. Helens National Volcanic Monument,,2 miles,-366 ft,446 ft,0
44,,pond connector,,Titlow Park,,266 ft,,,0
45,,center trail,,Bresemann Forest,,"2,021 ft",-2 ft,22 ft,0
46,,aa dd,,Dupont,,"1,430 ft",-182 ft,,0
47,,interpretive trail,,Tolmie State Park,,604 ft,-46 ft,,0
48,,slides and stairs,,Point Defiance Park,,292 ft,-24 ft,,0
49,,marlake trail,,West Hylebos Wetlands Park,,978 ft,,9 ft,0
50,,bradley lake loop,,Puyallup,,"4,396 ft",-11 ft,9 ft,0
