,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
27,,lake-crossing,,Colonel Francis J. Beatty Community Park,,830 ft,-6 ft,,40
28,,sheep-mountain-trail,,Dupont State Recreational Forest,,2 miles,-46 ft,294 ft,40
29,,batcave,,Fisher Farm Park,,108 ft,,3 ft,40
30,,the-roman-road,,Rocky Knob Park,,"1,145 ft",-66 ft,2 ft,40
31,,overlook--part-2-,,Bear Creek Trail System,,974 ft,-6 ft,5 ft,40
32,,laurel-mountain,,North Mills River,,7 miles,"-1,868 ft",62 ft,40
33,,hawk-loop,,Lake Norman State Park,,3 miles,-365 ft,333 ft,40
34,,skilly-return,,Fire Mountain Trails,,"1,755 ft",-9 ft,152 ft,40
35,,explorer-loop-lower--337,,Bent Creek Experimental Forest,,"4,170 ft",-159 ft,136 ft,40
36,,lake-loop-back,,Gastonia,,"3,449 ft",-92 ft,86 ft,40
37,,479h-479h,,Bent Creek Experimental Forest,,"2,191 ft",-136 ft,1 ft,40
38,,toilet-bowl,,U.S. National Whitewater Center,,"3,930 ft",-78 ft,91 ft,40
39,,whiting-trail--bmt--tr157,,Fontana Village Trails,,2 miles,-443 ft,55 ft,45
40,,keely-park-trail,,Keely Park,,289 ft,-2 ft,,45
41,,keely-park-trail,,Keely Park,,164 ft,,,45
42,,keely-park-trail,,Keely Park,,"2,218 ft",-37 ft,12 ft,45
43,,ramsey-bend-north,,Murphy,,"4,491 ft",-183 ft,,45
44,,wire-grass-loop,,Smith Lake,,1 mile,-113 ft,118 ft,45
45,,westover-black-trail,,Biltmore Estate,,2 miles,-278 ft,242 ft,45
46,,arboretum-greenway,,Greensboro,,"1,355 ft",,18 ft,45
47,,woods-mountain--218,,Woods Mountain,,8 miles,"-3,367 ft","1,297 ft",45
48,,long-leaf-pine-north,,Carvers Creek State Park,,1 mile,-36 ft,119 ft,45
49,,irving-park-trail,,Greensboro,,"2,051 ft",,21 ft,45
50,,blue-trail,,Riverbend Park,,4 miles,-398 ft,425 ft,45
51,,arboretum-greenway,,Greensboro,,"3,317 ft",-7 ft,21 ft,45
52,,apex-community-lake,,Cary,,2 miles,-49 ft,48 ft,45
53,,deep-gap-trail--449,,Panthertown Valley,,"2,160 ft",-134 ft,18 ft,45
54,,forth-loop,,Big Leaf Slopes Park,,"3,731 ft",-69 ft,67 ft,45
55,,funhouse,,Winston-Salem,,1 mile,-210 ft,135 ft,45
56,,salt-gap,,Gateway Trail System,,"1,939 ft",,180 ft,45
57,,harris-whisnant-section-of-the-fonta-flora-state-trail,,Lake James State Park,,5 miles,-753 ft,764 ft,45
58,,old-pace-ridge,,REEB Ranch,,2 miles,-651 ft,427 ft,45
59,,bass-lake-up-to-sugg-park,,Bass Lake / Sugg Park,,"3,702 ft",-52 ft,122 ft,45
60,,big-creek-trail--102,,North Mills River,,5 miles,"-2,354 ft",34 ft,45
61,,salisbury-main-north,,Salisbury Community Park,,2 miles,-148 ft,158 ft,45
62,,river-trail,,Mountain Island Park,,"4,646 ft",-34 ft,55 ft,45
63,,quail-hill-loop,,Carolina OEC,,"3,560 ft",-82 ft,79 ft,45
64,,irwin-creek-greenway,,Southwest District Park,,"3,720 ft",-27 ft,20 ft,45
65,,ovt-beginner-trail,,W. Kerr Scott Reservoir,,"5,133 ft",-158 ft,114 ft,45
66,,yellow---intermediate,,Little River Park,,"4,396 ft",-30 ft,39 ft,45
67,,southwest-district-trail,,Southwest District Park,,2 miles,-197 ft,173 ft,45
68,,loop-6,,Lake Crabtree County Park,,121 ft,,,45
69,,laurel-creek-trail,,Pisgah Ranger District,,1 mile,-74 ft,708 ft,45
70,,gallimore-road-path,,Brevard,,"4,412 ft",-39 ft,22 ft,45
71,,rabbit-ridge-trail--759,,Jackrabbit Mountain Bike Trails,,5 miles,-614 ft,624 ft,45
72,,call-farm-loop,,Cub Creek Park,,2 miles,-200 ft,201 ft,45
73,,coontree-loop--east---144,,Pisgah Ranger District,,1 mile,,601 ft,45
74,,occoneechee-loop,,Carolina North Forest,,2 miles,-115 ft,105 ft,45
75,,access-trail,,Marion Diehl Park,,252 ft,,12 ft,45
76,,water-tower,,Chapel Hill,,"3,085 ft",-180 ft,86 ft,45
77,,farlow-gap,,Pisgah Ranger District,,3 miles,"-1,537 ft",273 ft,45
78,,school-connector-trail,,Bear Creek Trail System,,909 ft,-27 ft,,45
79,,nooks-trail,,Dupont State Recreational Forest,,"2,104 ft",-41 ft,52 ft,45
80,,advanced-extension-2,,Finch Park,,"3,799 ft",-41 ft,59 ft,45
81,,poplar-hill-loop,,Dupont State Recreational Forest,,1 mile,-167 ft,116 ft,45
82,,field-loop,,Ballantyne District Park,,1 mile,-99 ft,98 ft,45
83,,kids-bike-trail,,Dupont State Recreational Forest,,"2,130 ft",-28 ft,28 ft,45
84,,sludge,,Triangle,,3 miles,-422 ft,263 ft,45
85,,advanced-skills-area,,Little River Park,,"2,011 ft",-51 ft,49 ft,45
86,,laurel-loop,,Lake Norman State Park,,7 miles,-565 ft,600 ft,45
87,,back-yard-trails--perimeter-,,Marion Diehl Park,,1 mile,-209 ft,128 ft,45
88,,sleepy-gap,,Bent Creek Experimental Forest,,"1,316 ft",,173 ft,45
89,,weigh-station,,U.S. National Whitewater Center,,"3,087 ft",-39 ft,41 ft,45
90,,east-main--north-ext-,,U.S. National Whitewater Center,,"3,340 ft",-90 ft,131 ft,45
91,,explorer-pine-tree-connector-336a,,Bent Creek Experimental Forest,,236 ft,,,45
92,,keely-park-trail,,Keely Park,,955 ft,-8 ft,,50
93,,keely-park-trail,,Keely Park,,164 ft,,,50
94,,alexander-s-ford,,Tryon International Equestrian Center,,1 mile,-52 ft,221 ft,50
95,,ramsey-bend-north,,Murphy,,"3,015 ft",-166 ft,,50
96,,hamilton-lakes-spur,,Greensboro,,282 ft,-3 ft,,50
97,,sailfish-trail-entrance,,Holden Beach,,342 ft,-2 ft,,50
98,,chatham-mill,,Pittsboro,,1 mile,-76 ft,66 ft,50
99,,turkey-chute,,Fontana Dam,,"2,841 ft",-335 ft,,50
0,,hamilton-lakes-trail,,Greensboro,,2 miles,-104 ft,69 ft,50
1,,westover-green-trail,,Biltmore Estate,,"2,871 ft",-28 ft,107 ft,50
2,,great-wall-trail--489,,Panthertown Valley,,2 miles,-129 ft,386 ft,50
3,,arboretum-greenway,,Greensboro,,784 ft,-14 ft,2 ft,50
4,,forest-creek-access-trail,,Southern Pines,,"2,267 ft",,69 ft,50
5,,salamander-ridge,,Rocky Mount,,1 mile,-21 ft,18 ft,50
6,,el-chupacabra,,Brunswick Nature Park,,"5,203 ft",-8 ft,8 ft,50
7,,access-trail,,Jacob’s Fork Park,,"2,276 ft",-30 ft,30 ft,50
8,,legacy-trail,,Rocky Branch Park,,810 ft,-11 ft,,50
9,,flint-ridge-north-loop,,Nantahala Outdoor Center,,"3,947 ft",-121 ft,132 ft,50
10,,harper-creek--260,,Harper Creek Wilderness Study Area,,5 miles,-855 ft,149 ft,50
11,,salisbury-community-park-greenway,,Salisbury Community Park,,"5,194 ft",-34 ft,37 ft,50
12,,muddy-creek-greenway,,Winston-Salem,,3 miles,,15 ft,50
13,,turnpike,,Chestnut Mountain,,"1,900 ft",-28 ft,36 ft,50
14,,lower-wilson-ridge,,Wilson Creek,,2 miles,-627 ft,6 ft,50
15,,mallard-creek-greenway,,Harrisburg,,5 miles,-7 ft,105 ft,50
16,,saponi-loop-trail,,Medoc Mountain State Park,,3 miles,-285 ft,285 ft,50
17,,mcalpine-creek,,James Boyce Park,,"4,990 ft",,8 ft,50
18,,ruffed-grouse-connector,,Dupont State Recreational Forest,,269 ft,,,50
19,,horseshoe-loop,,Briar Chapel,,"3,251 ft",-68 ft,84 ft,50
20,,jug-town-jump--11,,Mountain Creek Park,,643 ft,-5 ft,,50
21,,hillbilly-hollar,,Carolina OEC,,"4,760 ft",-127 ft,42 ft,50
22,,peninsula-trail,,Forest Ridge,,1 mile,-63 ft,39 ft,50
23,,irwin-creek-greenway,,Charlotte,,2 miles,-33 ft,25 ft,50
24,,bear-branch,,Green River Game Lands,,2 miles,-795 ft,117 ft,50
25,,old-head,,W. Kerr Scott Reservoir,,1 mile,-145 ft,129 ft,50
26,,big-drop,,Bear Creek Trail System,,"1,703 ft",-60 ft,5 ft,50
27,,american-tobacco,,New Hill,,22 miles,-439 ft,522 ft,50
28,,farmhouse-trail,,Dupont State Recreational Forest,,"2,943 ft",-136 ft,31 ft,50
29,,kingsnake-trail,,Moore's Springs Trails,,1 mile,-211 ft,217 ft,50
30,,bad-fork--323,,North Mills River,,2 miles,-840 ft,33 ft,50
31,,drewry-hills-park--cct-,,William B. Umstead State Park,,1 mile,-5 ft,14 ft,50
32,,cullowhee-connector,,WCU Trail System,,1 mile,-188 ft,642 ft,50
33,,red-loop---advanced,,Little River Park,,3 miles,-425 ft,427 ft,50
34,,marion-diehl-park,,Marion Diehl Park,,2 miles,-181 ft,177 ft,50
35,,white-oak-creek--west-,,Raleigh,,5 miles,-160 ft,28 ft,50
36,,the-blue-ridge,,Rocky Knob Park,,804 ft,-60 ft,,50
37,,nc-museum-of-art-trails,,Raleigh,,"3,619 ft",-9 ft,117 ft,50
38,,cantrell-creek-trail--148,,Pisgah Ranger District,,3 miles,-740 ft,64 ft,50
39,,access-trail,,Purser-Hulsey Park,,153 ft,-5 ft,,50
40,,little-suger-creek-greenway,,Charlotte,,3 miles,-9 ft,61 ft,50
41,,fawn-lake-loop,,Dupont State Recreational Forest,,"2,992 ft",-38 ft,23 ft,50
42,,tarkiln-branch-side-trail,,Dupont State Recreational Forest,,965 ft,-52 ft,3 ft,50
43,,central-loop,,Jackrabbit Mountain Bike Trails,,3 miles,-406 ft,397 ft,50
44,,browns-creek--west-,,Brown's Creek Nature Park,,2 miles,-328 ft,303 ft,50
45,,daniels-ridge--105,,Pisgah Ranger District,,4 miles,-749 ft,645 ft,50
46,,wild-hare,,Fisher Farm Park,,"1,359 ft",-23 ft,27 ft,50
47,,intermediate-loop-alternate,,Blue Clay Bike Park,,"1,957 ft",-10 ft,11 ft,50
48,,parking-lot-connector,,Lake Crabtree County Park,,794 ft,,,50
49,,twisted-sister,,Cedar Valley Bike Park,,1 mile,-90 ft,84 ft,50
50,,old-mill-trail,,Bent Creek Experimental Forest,,"1,555 ft",-10 ft,,50
51,,soccer-loop-out,,Poston Park,,"2,779 ft",-39 ft,131 ft,50
52,,spearfinger,,Fire Mountain Trails,,2 miles,-693 ft,223 ft,50
53,,connector,,Lake Crabtree County Park,,118 ft,-2 ft,,50
54,,tributary,,U.S. National Whitewater Center,,3 miles,-194 ft,202 ft,50
55,,ramsey-bend-south,,Murphy,,"5,036 ft",-88 ft,93 ft,55
56,,northeast-community-greenway,,Greensboro,,1 mile,-55 ft,35 ft,55
57,,price-park-greenway,,Greensboro,,633 ft,-13 ft,,55
58,,westover-green-trail,,Biltmore Estate,,"1,670 ft",,81 ft,55
59,,lake-daniel-greenway,,Greensboro,,2 miles,-60 ft,24 ft,55
60,,overmountain-victory-trail,,Elkin Creek,,"4,177 ft",-6 ft,7 ft,55
61,,north-road-trail--453,,Panthertown Valley,,1 mile,-129 ft,120 ft,55
62,,perkins-trail,,Big Ivy (Coleman Boundary),,1 mile,-8 ft,664 ft,55
63,,greentown-to-raiders-camp-connector,,Harper Creek Wilderness Study Area,,2 miles,-550 ft,309 ft,55
64,,papertown-express,,Chestnut Mountain,,2 miles,-611 ft,28 ft,55
65,,unstanktioned,,Briar Chapel,,"1,873 ft",-133 ft,3 ft,55
66,,powerline,,Winston-Salem,,"1,959 ft",-3 ft,103 ft,55
67,,yellow-gap-trail--611,,North Mills River,,2 miles,-453 ft,385 ft,55
68,,mcalpine-creek,,James Boyce Park,,"3,842 ft",-10 ft,11 ft,55
69,,lower-tindo-loop,,Lake James State Park,,1 mile,-57 ft,53 ft,55
70,,jumbo-shrimp,,Rocky Knob Park,,1 mile,-516 ft,18 ft,55
71,,sam-s-branch-greenway-trail,,Triangle,,3 miles,-2 ft,137 ft,55
72,,pulliam-creek,,Green River Game Lands,,2 miles,-758 ft,21 ft,55
73,,cnf-gtf-connector,,Greene Tract Forest,,"3,205 ft",-3 ft,32 ft,55
74,,a-b--old-field-creek-trail,,Greene Tract Forest,,1 mile,-76 ft,69 ft,55
75,,cub-creek-connector,,Cub Creek Park,,"1,900 ft",-76 ft,16 ft,55
76,,wizard-s-way,,Emerald Outback,,"1,224 ft",-3 ft,68 ft,55
77,,rattler,,Moore's Springs Trails,,"2,388 ft",-216 ft,,55
78,,overmountain-victory-trail--ovt-,,W. Kerr Scott Reservoir,,5 miles,-890 ft,915 ft,55
79,,long-branch--116,,Pisgah Ranger District,,3 miles,-163 ft,536 ft,55
80,,rocky-branch-trail,,Rocky Branch Park,,1 mile,-85 ft,61 ft,55
81,,little-suger-creek-greenway,,Charlotte,,1 mile,-3 ft,24 ft,55
82,,drop-zone,,Beaver Dam State Recreation Area,,"3,509 ft",-100 ft,100 ft,55
83,,cart-trail,,Dupont State Recreational Forest,,"2,333 ft",-164 ft,76 ft,55
84,,bus-lot-to-bear-cat,,Bear Creek Trail System,,856 ft,-8 ft,12 ft,55
85,,norwood-loop,,Lake Norman State Park,,2 miles,-155 ft,127 ft,55
86,,boundary-trail,,Dupont State Recreational Forest,,"2,264 ft",-11 ft,14 ft,55
87,,kids-loop-skills-park,,Dupont State Recreational Forest,,381 ft,-10 ft,,55
88,,starnes-branch,,Pisgah Ranger District,,341 ft,-27 ft,,55
89,,flow-loop,,Ballantyne District Park,,"4,348 ft",-67 ft,65 ft,55
90,,beginner-loop,,Blue Clay Bike Park,,1 mile,-18 ft,19 ft,55
91,,black-creek-greenway--north-,,Triangle,,2 miles,-34 ft,70 ft,55
92,,mirkwood-forest--middle-earth-connector-,,Rocky Knob Park,,460 ft,-41 ft,21 ft,55
93,,covered-bridge-trail,,Dupont State Recreational Forest,,"1,187 ft",-68 ft,25 ft,55
94,,big-leaf-loop-back,,Poston Park,,"2,904 ft",-133 ft,53 ft,55
95,,north-loop,,RTP Mountain Bike Trails,,1 mile,-60 ft,49 ft,55
96,,lower-sidehill--western--137a,,Bent Creek Experimental Forest,,2 miles,-380 ft,97 ft,55
97,,explorer-loop-upper--337,,Bent Creek Experimental Forest,,"5,197 ft",-28 ft,107 ft,55
98,,kessel-run,,Fire Mountain Trails,,2 miles,"-1,044 ft",508 ft,55
99,,small-creek-trail--334,,Bent Creek Experimental Forest,,"1,079 ft",,53 ft,55
0,,north-main,,U.S. National Whitewater Center,,2 miles,-234 ft,229 ft,55
1,,carpet,,U.S. National Whitewater Center,,1 mile,-145 ft,146 ft,55
2,,89a---wolf-den-alternate,,Uwharrie National Forest,,597 ft,,26 ft,60
3,,whiting-rail-2,,Fontana Village Trails,,"2,710 ft",-104 ft,280 ft,60
4,,ramsey-bend-connector,,Murphy,,"3,645 ft",-95 ft,59 ft,60
5,,torrence-creek-greenway,,Huntersville,,1 mile,-37 ft,3 ft,60
6,,keely-park-trail,,Keely Park,,663 ft,-3 ft,8 ft,60
7,,downtown-greenway,,Greensboro,,3 miles,-78 ft,125 ft,60
8,,dead-end-spur,,Carvers Creek State Park,,"3,103 ft",-53 ft,16 ft,60
9,,graveyard-loop,,Bicycle Post Trails,,"5,020 ft",-28 ft,23 ft,60
10,,westover-trails-blue-trail,,Biltmore Estate,,1 mile,-81 ft,148 ft,60
11,,third-loop,,Big Leaf Slopes Park,,1 mile,-121 ft,119 ft,60
12,,right-loop-connector-2,,Tsali Recreation Area,,"3,448 ft",-34 ft,175 ft,60
13,,buck-spring-trail,,Mills River,,"3,468 ft",-55 ft,106 ft,60
14,,peachtree-greenway,,Winston-Salem,,"3,875 ft",-5 ft,77 ft,60
15,,nat-greene-trail,,Greensboro,,"3,274 ft",-5 ft,10 ft,60
16,,bishop-branch,,Green River Game Lands,,1 mile,-223 ft,189 ft,60
17,,turnpike-2,,Chestnut Mountain,,801 ft,-49 ft,,60
18,,buffalo-creek,,Northeast Park,,"5,085 ft",-50 ft,32 ft,60
19,,bucks-lane,,Northeast Park,,"4,173 ft",-49 ft,10 ft,60
20,,henderson-pond-loop,,Henderson Pond,,1 mile,-12 ft,8 ft,60
21,,fonta-flora--burke-county-park-,,Lake James State Park,,7 miles,-477 ft,449 ft,60
22,,k34,,Mountain Island Park,,"2,628 ft",-90 ft,89 ft,60
23,,south-charlotte-greenway-connector-to-park-road,,Charlotte,,"3,730 ft",-6 ft,51 ft,60
24,,wampus-way--13,,Mountain Creek Park,,"2,726 ft",-9 ft,82 ft,60
25,,easy-trail-entrance,,Colonel Francis J. Beatty Community Park,,594 ft,-3 ft,,60
26,,upper-tindo-loop,,Lake James State Park,,1 mile,-68 ft,56 ft,60
27,,spencer-branch--lower---140,,North Mills River,,1 mile,-166 ft,31 ft,60
28,,corkscrew,,WCU Trail System,,206 ft,-7 ft,69 ft,60
29,,black-trail,,Smith Lake,,3 miles,-243 ft,225 ft,60
30,,avid-loop,,Briar Chapel,,"4,037 ft",-94 ft,90 ft,60
31,,casey-jones,,Salisbury Community Park,,2 miles,-63 ft,63 ft,60
32,,number-5,,Carolina North Forest,,"1,844 ft",-76 ft,,60
33,,heartbreak-ridge,,Curtis Creek,,4 miles,"-2,086 ft",170 ft,60
34,,lower-horton-s-hollar,,W. Kerr Scott Reservoir,,2 miles,-286 ft,288 ft,60
35,,horse-cove-gap,,Pisgah Ranger District,,"3,666 ft",-389 ft,17 ft,60
36,,shiner-s-run,,W. Kerr Scott Reservoir,,2 miles,-413 ft,361 ft,60
37,,legacy-trail,,Rocky Branch Park,,"3,632 ft",-43 ft,61 ft,60
38,,park-road-park,,Marion Diehl Park,,3 miles,-133 ft,140 ft,60
39,,advanced-extension-1,,Finch Park,,"2,598 ft",-37 ft,43 ft,60
40,,way-in-way-out,,New Light Trails,,"4,180 ft",-85 ft,66 ft,60
41,,water-plant-road,,Bear Creek Trail System,,"1,939 ft",-11 ft,51 ft,60
42,,howard-s-connector,,New Light Trails,,"1,063 ft",-6 ft,58 ft,60
43,,hobo-path,,Bear Creek Trail System,,479 ft,,11 ft,60
44,,canebrake,,Brunswick Nature Park,,1 mile,-6 ft,6 ft,60
45,,crabtree-creek-trail,,William B. Umstead State Park,,1 mile,-17 ft,32 ft,60
46,,shoal-creek-trail,,Dupont State Recreational Forest,,"5,125 ft",-141 ft,10 ft,60
47,,burrell-s-cove,,Jackrabbit Mountain Bike Trails,,1 mile,-189 ft,185 ft,60
48,,barn-trail,,Dupont State Recreational Forest,,"1,467 ft",-14 ft,22 ft,60
49,,wake-forest-reservoir--east-,,Wake Forest Reservoir,,2 miles,-178 ft,150 ft,60
50,,warrior-creek,,W. Kerr Scott Reservoir,,10 miles,"-1,129 ft","1,100 ft",60
51,,turkey-pen-trailhead-connector,,Pisgah Ranger District,,"4,372 ft",-308 ft,72 ft,60
52,,northeast-trails,,Tanglewood Park,,1 mile,-65 ft,59 ft,60
53,,shelter-rock,,Dupont State Recreational Forest,,"3,104 ft",-71 ft,14 ft,60
54,,sycamore-cove-trail,,Pisgah Ranger District,,3 miles,-561 ft,601 ft,60
55,,wintergreen-falls,,Dupont State Recreational Forest,,"2,740 ft",-38 ft,23 ft,60
56,,crabtree-oak-park-trail,,William B. Umstead State Park,,"4,852 ft",-2 ft,,60
57,,middle-earth-trail,,Rocky Knob Park,,1 mile,-88 ft,177 ft,60
58,,o-kelly-loop,,RTP Mountain Bike Trails,,"1,998 ft",-12 ft,9 ft,60
59,,ledford,,Bent Creek Experimental Forest,,"3,209 ft",-10 ft,88 ft,60
60,,north-turkey-creek-trail,,William B. Umstead State Park,,3 miles,-128 ft,291 ft,60
61,,little-hickory-top--136,,Bent Creek Experimental Forest,,2 miles,,586 ft,60
62,,slalom-course,,U.S. National Whitewater Center,,"1,325 ft",-34 ft,30 ft,60
63,,orange-trail,,Huntersville,,"2,251 ft",-52 ft,,65
64,,ramsey-bend-north-spur,,Murphy,,"1,401 ft",-6 ft,,65
65,,elmer-cove-trail,,Fontana Village Trails,,"2,520 ft",-57 ft,46 ft,65
66,,trail,,The Park at Flat Rock,,180 ft,,,65
67,,keely-begineer-mountain-bike,,Keely Park,,"2,254 ft",-18 ft,19 ft,65
68,,starmount-trail,,Greensboro,,"3,091 ft",-28 ft,23 ft,65
69,,oxxford-hunt-greenway,,Cary,,"1,427 ft",,,65
70,,latham-park-greenway,,Greensboro,,1 mile,-26 ft,21 ft,65
71,,mac-s-gap-trail--482,,Panthertown Valley,,3 miles,-431 ft,591 ft,65
72,,craggy-gardens-access-trail,,Big Ivy (Coleman Boundary),,463 ft,-15 ft,14 ft,65
73,,betty-s-run,,Gateway Trail System,,"1,621 ft",-127 ft,,65
74,,deer-run,,Northeast Park,,"2,674 ft",-63 ft,15 ft,65
75,,fonta-flora-cutoff,,Lake James State Park,,"2,244 ft",-43 ft,16 ft,65
76,,jackalope-s-trail,,Emerald Outback,,1 mile,-191 ft,180 ft,65
77,,ring-neck,,Moore's Springs Trails,,3 miles,-269 ft,291 ft,65
78,,overlook-loop,,Tsali Recreation Area,,1 mile,-144 ft,130 ft,65
79,,advance---intermediate-entrance,,Colonel Francis J. Beatty Community Park,,394 ft,-9 ft,,65
80,,dark-mtn----the-snake,,W. Kerr Scott Reservoir,,1 mile,-196 ft,194 ft,65
81,,east-loop-connector,,RTP Mountain Bike Trails,,"2,428 ft",-7 ft,11 ft,65
82,,cove-creek-connector,,Pisgah Ranger District,,"1,627 ft",-135 ft,6 ft,65
83,,inner-loop,,Beaver Dam State Recreation Area,,1 mile,-124 ft,124 ft,65
84,,manor-connector,,Brumley Nature Preserve,,869 ft,,11 ft,65
85,,neverland-outer-loop,,Carolina North Forest,,2 miles,-115 ft,117 ft,65
86,,salem-creek-greenway,,Winston-Salem,,5 miles,-21 ft,53 ft,65
87,,campbell-creek-greenway,,Matthews,,2 miles,-84 ft,,65
88,,switchback-trail,,Dupont State Recreational Forest,,"3,045 ft",-65 ft,49 ft,65
89,,hidden-black,,Colonel Francis J. Beatty Community Park,,"1,726 ft",-2 ft,11 ft,65
90,,fox-loop,,Lake Norman State Park,,2 miles,-135 ft,150 ft,65
91,,new-boss,,Rocky Knob Park,,"2,172 ft",-120 ft,3 ft,65
92,,upper-ridge,,Jackrabbit Mountain Bike Trails,,1 mile,-174 ft,172 ft,65
93,,cedar-ridge-trail,,William B. Umstead State Park,,2 miles,-156 ft,6 ft,65
94,,tech-loop,,Ballantyne District Park,,"3,832 ft",-90 ft,96 ft,65
95,,cascade-loop,,Dupont State Recreational Forest,,3 miles,-354 ft,361 ft,65
96,,mullinax-trail,,Pisgah Ranger District,,1 mile,-449 ft,104 ft,65
97,,old-blue,,Fisher Farm Park,,"4,198 ft",-97 ft,101 ft,65
98,,goat-hill-option,,Charlotte,,"1,176 ft",-100 ft,,65
99,,corn-mill-shoals-trail,,Dupont State Recreational Forest,,3 miles,-322 ft,174 ft,65
0,,graylyn-trail,,William B. Umstead State Park,,2 miles,-47 ft,155 ft,65
1,,laurel-hill-loop-back,,Poston Park,,1 mile,-165 ft,209 ft,65
2,,shoals-trail,,Dupont State Recreational Forest,,"2,026 ft",-17 ft,153 ft,65
3,,lower-cove-creek-fs809,,Pisgah Ranger District,,"3,412 ft",,121 ft,65
4,,intermediate-loop-th----1,,Blue Clay Bike Park,,"2,307 ft",-2 ft,2 ft,65
5,,lazy-elk,,Fire Mountain Trails,,"4,748 ft",-306 ft,183 ft,65
6,,explorer-loop-connector,,Bent Creek Experimental Forest,,413 ft,-4 ft,,65
7,,carolina-thread,,Charlotte,,"3,533 ft",-25 ft,41 ft,65
8,,connector,,Lake Crabtree County Park,,263 ft,-13 ft,,65
9,,homestead-trail--333,,Bent Creek Experimental Forest,,"2,310 ft",-12 ft,47 ft,65
10,,goat-hill,,U.S. National Whitewater Center,,"3,750 ft",-146 ft,145 ft,65
11,,tower-93,,U.S. National Whitewater Center,,"2,864 ft",-66 ft,71 ft,65
12,,hunters-pointe-drive-connector,,Huntersville,,315 ft,,,70
13,,ramsey-bend-south-a,,Murphy,,"2,031 ft",-56 ft,69 ft,70
14,,heron-landing-wynd,,Holden Beach,,"4,879 ft",-12 ft,11 ft,70
15,,iron-bluff,,Jonesville,,230 ft,,,70
16,,name-,,Mill Spring,,"1,217 ft",-20 ft,,70
17,,warren-creek,,West Point on the Eno,,1 mile,-10 ft,62 ft,70
18,,flanners-beach--loop-c-,,Havelock,,3 miles,-79 ft,78 ft,70
19,,price-park-greenway,,Greensboro,,"1,024 ft",-5 ft,,70
20,,deer-park-trail,,Biltmore Estate,,1 mile,-209 ft,,70
21,,the-vineyard-trail,,Greensboro,,"3,038 ft",-44 ft,54 ft,70
22,,trail,,The Park at Flat Rock,,308 ft,,3 ft,70
23,,arboretum-greenway,,Greensboro,,358 ft,,,70
24,,harrisburg-trail,,Harrisburg Half,,"2,855 ft",-76 ft,74 ft,70
25,,riverside-1,,Cape Fear River Trail,,2 miles,-133 ft,133 ft,70
26,,mountain-laurel-loop---beginner,,Raven Rock,,6 miles,-917 ft,918 ft,70
27,,waughtown-connector,,Winston-Salem,,2 miles,-149 ft,69 ft,70
28,,elkin---allegheny-rail-trail,,Elkin Creek,,2 miles,-14 ft,241 ft,70
29,,flip-turn,,Zacks Fork,,814 ft,,15 ft,70
30,,goat-hill,,Carolina OEC,,"2,799 ft",-119 ft,37 ft,70
31,,bear-pen,,Big Ivy (Coleman Boundary),,1 mile,-726 ft,53 ft,70
32,,hhs-connector,,WCU Trail System,,"1,270 ft",,166 ft,70
33,,woodruff-ridge--256,,Wilson Creek,,2 miles,"-1,063 ft",92 ft,70
34,,mt--creek-loop--12,,Mountain Creek Park,,5 miles,-357 ft,364 ft,70
35,,henderson-pond-loop,,Henderson Pond,,"5,019 ft",-20 ft,12 ft,70
36,,patton-park-connector,,Hendersonville,,"2,470 ft",-17 ft,21 ft,70
37,,greentown,,Brown Mountain,,4 miles,"-1,038 ft",819 ft,70
38,,thunder-road,,Salisbury Community Park,,"1,716 ft",-20 ft,19 ft,70
39,,cabin-creek-trail,,Bear Creek Trail System,,2 miles,-23 ft,15 ft,70
40,,nature-observation-trail-b,,Carolina North Forest,,"2,651 ft",-45 ft,,70
41,,farris-park-loop,,Farris Memorial Park,,1 mile,-100 ft,99 ft,70
42,,red-trail,,Smith Lake,,2 miles,-38 ft,54 ft,70
43,,fly-trap,,Brunswick Nature Park,,2 miles,-33 ft,42 ft,70
44,,upper-horton-s-hollar,,W. Kerr Scott Reservoir,,2 miles,-290 ft,379 ft,70
45,,overlook-trail,,Tsali Recreation Area,,814 ft,,28 ft,70
46,,reservior-loop,,Davidson,,489 ft,,10 ft,70
47,,eulers-way,,Rocky Branch Park,,"2,139 ft",-52 ft,75 ft,70
48,,outer-loop,,Beaver Dam State Recreation Area,,2 miles,-278 ft,278 ft,70
49,,lowlands-loop,,Carolina North Forest,,2 miles,-63 ft,71 ft,70
50,,the-glade,,Carolina North Forest,,"1,079 ft",-48 ft,,70
51,,north-slope--359,,Pisgah Ranger District,,4 miles,-487 ft,489 ft,70
52,,jedi,,Carolina North Forest,,"1,188 ft",,53 ft,70
53,,south-loop,,Beaver Dam State Recreation Area,,6 miles,-435 ft,442 ft,70
54,,-don-t--rock-the-boat,,Rocky Knob Park,,1 mile,-303 ft,5 ft,70
55,,browns-creek--east-,,Brown's Creek Nature Park,,1 mile,-53 ft,97 ft,70
56,,little-suger-creek-greenway,,Charlotte,,"3,881 ft",-2 ft,8 ft,70
57,,byt-tech-loop,,Marion Diehl Park,,2 miles,-85 ft,88 ft,70
58,,rich-fork,,Rich Fork Preserve,,2 miles,-205 ft,190 ft,70
